uid,created_date,survival_time,country,have_services,log_score,label
947,2022-03-09,315.0,DE,0,-158.1287989890921,scam
948,,,US,0,-199833.49873295912,scam
949,2021-10-01,474.0,CA,1,-199833.49873295912,scam
950,2022-04-19,263.0,US,0,-100652.65205617686,scam
951,2022-01-01,371.0,-,1,-199833.49873295912,scam
952,2022-04-21,272.0,NL,0,-35.80277542266378,scam
953,2021-11-11,432.0,US,0,-100652.65205617686,scam
954,2019-07-07,1287.0,US,0,-350.4782114229509,scam
955,2022-03-22,302.0,CN,0,-261.6721238312104,scam
956,2019-05-09,1346.0,US,1,-18489.60555084533,scam
957,2022-09-23,117.0,-,0,-199833.49873295912,scam
958,2021-12-28,375.0,US,0,-100652.65205617686,scam
959,2021-08-01,534.0,CA,0,-199833.49873295912,scam
960,2022-09-16,120.0,US,0,-100652.65205617686,scam
961,2022-09-10,119.0,SG,0,-3753.386615781621,scam
962,2022-09-06,133.0,IN,0,-18489.60555084533,scam
963,2022-01-04,378.0,-,0,-199833.49873295912,scam
964,2022-05-14,249.0,US,0,-199833.49873295912,scam
965,2022-07-02,199.0,SG,0,-234.4446519385106,scam
966,1998-10-02,8873.0,US,0,-16921.43165549624,scam
967,2022-09-29,100.0,-,0,-199833.49873295912,scam
968,2022-01-10,369.0,CN,0,-221.73730981109512,scam
969,2022-10-26,73.0,US,0,-34411.32324619773,scam
970,2022-02-22,319.0,US,1,-199833.49873295912,scam
971,2022-01-15,364.0,CA,0,-8736.17105438239,scam
972,2022-01-28,355.0,US,1,-199833.49873295912,scam
973,2018-02-15,1797.0,US,1,-199833.49873295912,scam
974,2022-10-24,82.0,US,0,-199833.49873295912,scam
975,2006-03-29,6135.0,US,1,-5847.048756281419,scam
976,2020-08-15,886.0,US,1,-199833.49873295912,scam
977,2022-05-18,241.0,DE,0,-6936.950143992751,scam
978,2021-08-30,505.0,CA,1,-199833.49873295912,scam
979,2022-07-30,172.0,DE,0,-82.69741490700595,scam
980,2022-09-06,134.0,US,0,-173.00956741322128,scam
981,2022-10-13,97.0,US,0,-5879.034919654398,scam
982,2019-09-29,1206.0,DE,1,-812.7373201229586,scam
983,2006-03-29,6135.0,US,0,-5847.048756281419,scam
984,2022-10-08,98.0,VN,0,-2.90138771133189,scam
985,2021-04-27,620.0,US,0,-100652.65205617686,scam
986,2022-10-11,88.0,US,0,-2220.802775422664,scam
987,2021-12-15,399.0,-,1,-199833.49873295912,scam
988,2021-05-18,610.0,US,1,-20.3905620875659,scam
989,2019-03-26,1393.0,US,0,-5879.034919654398,scam
990,2016-03-15,2489.0,US,0,-159.30685281944005,scam
991,2021-05-26,602.0,CA,0,-199833.49873295912,scam
992,2022-02-20,328.0,DE,0,-158.1287989890921,scam
993,2022-04-14,279.0,-,1,-199833.49873295912,scam
994,2022-03-08,312.0,US,0,-199833.49873295912,scam
995,2018-07-23,1636.0,US,0,-6607.894054526099,scam
996,2020-04-02,1017.0,-,1,-199833.49873295912,scam
997,2022-04-29,264.0,SG,0,-100652.65205617686,scam
998,2022-10-05,101.0,HK,0,-234.4446519385106,scam
999,2021-03-15,673.0,CA,0,-199833.49873295912,scam
1000,2020-04-29,983.0,CA,0,-199833.49873295912,normal
1001,2009-02-11,5078.0,US,0,-21332.51509335021,normal
1002,2015-03-09,2861.0,US,0,-25263.44465193851,normal
1003,1997-02-28,9444.0,US,0,-7690.109628242104,normal
1004,2017-06-23,2024.0,CA,0,-199833.49873295912,normal
1005,2021-02-22,684.0,US,1,-25069.14985239829,normal
1006,2012-07-17,3826.0,US,1,-100652.65205617686,normal
1007,1998-10-14,8851.0,US,1,-2255.61370563888,normal
1008,2012-04-27,3907.0,US,0,-15848.311120545886,normal
1009,2005-04-12,6479.0,US,0,-15848.311120545886,normal
1010,2000-03-03,8345.0,US,0,-22283.92055845832,normal
1011,2020-12-21,747.0,US,0,-199833.49873295912,normal
1012,1998-01-22,9116.0,US,0,-353.30685281944005,normal
1013,2004-09-01,6702.0,-,0,-199833.49873295912,normal
1014,2019-02-15,1422.0,-,1,-199833.49873295912,normal
1015,2019-05-28,1320.0,DE,0,-6936.950143992751,normal
1016,2018-06-22,1660.0,JP,0,-100652.65205617686,normal
1017,2009-03-21,5040.0,US,0,-1184.311120545886,normal
1018,2013-02-19,3609.0,US,0,-15848.311120545886,normal
1019,2007-10-17,5561.0,US,0,-22283.92055845832,normal
1020,1999-01-29,8744.0,KR,1,-100652.65205617686,normal
1021,2006-06-08,6057.0,US,0,-22283.92055845832,normal
1022,2006-07-20,6015.0,US,1,-100652.65205617686,normal
1023,2019-05-02,1346.0,US,0,-34411.32324619773,normal
1024,,,US,0,-4.0,normal
1025,2020-08-14,876.0,US,0,-5879.034919654398,normal
1026,2010-11-30,4421.0,CA,0,-199833.49873295912,normal
1027,2021-03-03,675.0,-,1,-199833.49873295912,normal
1028,2000-01-28,8380.0,US,1,-34411.32324619773,normal
1029,2018-04-05,1738.0,-,1,-199833.49873295912,normal
1030,1999-09-02,8528.0,US,0,-49.0,normal
1031,2008-11-18,5163.0,US,0,-6607.894054526099,normal
1032,2004-10-26,6647.0,US,1,-5677.920558458321,normal
1033,2021-10-21,443.0,US,0,-100652.65205617686,normal
1034,2012-06-25,3848.0,CA,1,-199833.49873295912,normal
1035,2010-12-12,4409.0,US,1,-100652.65205617686,normal
1036,2019-11-04,1160.0,US,0,-15848.311120545886,normal
1037,2019-03-28,1381.0,US,1,-34411.32324619773,normal
1038,2012-09-26,3755.0,US,0,-16551.810345257974,normal
1039,2016-03-29,2475.0,-,1,-199833.49873295912,normal
1040,1999-09-07,8523.0,US,0,-65.20824053077195,normal
1041,2015-06-13,2765.0,-,0,-199833.49873295912,normal
1042,2013-08-05,3442.0,-,1,-199833.49873295912,normal
1043,1997-01-18,9485.0,US,1,-101.0,normal
1044,2011-03-09,4322.0,US,1,-199833.49873295912,normal
1045,1998-05-27,8991.0,-,1,-199833.49873295912,normal
1046,,,US,0,-87.0,normal
1047,2013-05-01,3538.0,NL,1,-1236.390562087566,normal
1048,2018-01-11,1822.0,-,0,-199833.49873295912,normal
1049,2017-11-30,1864.0,-,1,-199833.49873295912,normal
1050,,,US,1,-11391.59880261834,normal
1051,1998-02-07,9100.0,US,1,-16551.810345257974,normal
1052,2007-05-28,5703.0,SE,1,-84.0,normal
1053,2017-07-03,2014.0,US,0,-34411.32324619773,normal
1054,1990-11-07,11749.0,US,1,-100652.65205617686,normal
1055,2022-05-04,248.0,US,1,-34411.32324619773,normal
1056,2022-01-20,352.0,US,1,-199833.49873295912,normal
1057,,,DE,0,-5954.22741127776,normal
1058,2002-10-04,7400.0,-,0,-199833.49873295912,normal
1059,1999-03-24,8690.0,US,1,-199833.49873295912,normal
1060,2005-04-07,6484.0,US,0,-355.0,normal
1061,2019-05-21,1327.0,US,1,-100652.65205617686,normal
1062,1996-12-29,9505.0,KR,0,-886.0,normal
1063,2022-01-14,358.0,US,1,-100652.65205617686,normal
1064,2021-03-02,676.0,US,1,-100652.65205617686,normal
1065,2020-02-17,1055.0,US,1,-25069.14985239829,normal
1066,2016-03-17,2487.0,US,1,-100652.65205617686,normal
1067,2015-07-14,2734.0,US,1,-4270.212508257218,normal
1068,2013-08-19,3428.0,DE,0,-812.7373201229586,normal
1069,2020-05-07,975.0,US,0,-34411.32324619773,normal
1070,1996-10-11,9584.0,US,1,-25263.44465193851,normal
1071,,,US,0,-2.0,normal
1072,2018-07-11,1641.0,US,1,-2625.5342640972003,normal
1073,2022-02-16,325.0,-,1,-199833.49873295912,normal
1074,2015-06-20,2758.0,US,0,-1817.30685281944,normal
1075,2017-02-22,2145.0,US,0,-15848.311120545886,normal
1076,2005-02-21,6529.0,US,0,-234.0,normal
1077,2000-07-31,8195.0,US,0,-8640.004267726446,normal
1078,2000-02-26,8351.0,-,1,-199833.49873295912,normal
1079,2006-11-22,5890.0,US,0,-164.0,normal
1080,2005-11-21,6256.0,US,0,-15848.311120545886,normal
1081,1996-05-20,9728.0,US,1,-937.0,normal
1082,2010-03-17,4679.0,US,0,-21332.51509335021,normal
1083,2021-08-05,520.0,US,0,-199833.49873295912,normal
1084,2008-03-03,5423.0,US,1,-3984.30685281944,normal
1085,2002-01-25,7652.0,US,1,-419.0540898509447,normal
1086,2013-11-26,3329.0,US,0,-15848.311120545886,normal
1087,2021-11-10,423.0,US,0,-199833.49873295912,normal
1088,2006-11-16,5896.0,US,0,-2100.291949798898,normal
1089,2018-05-14,1699.0,FI,1,-6936.950143992751,normal
1090,2014-12-20,2940.0,US,1,-11391.59880261834,normal
1091,,,DE,0,-133.20824053077197,normal
1092,2022-08-14,146.0,US,0,-199833.49873295912,normal
1093,2011-07-10,4199.0,US,1,-21332.51509335021,normal
1094,2017-11-01,1893.0,US,1,-21332.51509335021,normal
1095,2017-08-30,1956.0,US,0,-22283.92055845832,normal
1096,1998-07-20,8937.0,US,0,-5581.0,normal
1097,2017-02-10,2157.0,US,0,-3753.386615781621,normal
1098,2000-03-03,8345.0,US,0,-22283.92055845832,normal
1099,1998-04-23,9025.0,US,1,-5677.920558458321,normal
1100,1996-10-11,9584.0,US,1,-25263.44465193851,normal
1101,,,US,0,-48.0,normal
1102,2020-08-21,869.0,GB,1,-52.0,normal
1103,2016-10-10,2280.0,US,0,-22283.92055845832,normal
1104,2020-09-21,838.0,US,1,-100652.65205617686,normal
1105,2014-02-17,3246.0,US,1,-100652.65205617686,normal
1106,1998-09-17,8878.0,CA,0,-983.7041631339956,normal
1107,2018-08-30,1591.0,US,0,-15848.311120545886,normal
1108,1997-09-11,9249.0,US,0,-444.0,normal
1109,2020-09-26,833.0,US,1,-199833.49873295912,normal
1110,2018-07-21,1631.0,US,1,-199833.49873295912,normal
1111,2005-09-02,6336.0,US,1,-199833.49873295912,normal
1112,2022-09-28,101.0,US,0,-100652.65205617686,normal
1113,2019-10-02,1193.0,US,1,-4158.920558458321,normal
1114,2020-10-20,809.0,CA,1,-199833.49873295912,normal
1115,1997-07-11,9311.0,US,1,-34411.32324619773,normal
1116,2022-10-24,75.0,US,0,-5879.034919654398,normal
1117,2001-08-21,7809.0,US,1,-34411.32324619773,normal
1118,2016-02-19,2514.0,-,0,-199833.49873295912,normal
1119,2021-10-11,453.0,US,0,-257.44465193851056,normal
1120,2015-04-02,2837.0,US,1,-74.0,normal
1121,2002-12-27,7316.0,US,0,-5954.22741127776,normal
1122,2013-02-25,3603.0,US,0,-34411.32324619773,normal
1123,2013-12-11,3314.0,US,1,-350.4782114229509,normal
1124,1985-04-24,13772.0,US,0,-5581.0,normal
1125,2002-05-28,7529.0,FR,0,-8736.17105438239,normal
1126,2003-08-30,7070.0,US,1,-100652.65205617686,normal
1127,1995-10-05,9956.0,-,1,-199833.49873295912,normal
1128,2018-11-29,1500.0,US,0,-100652.65205617686,normal
1129,2020-09-22,837.0,RU,0,-3.0,normal
1130,2018-09-14,1576.0,US,1,-4584.955477562276,normal
1131,2017-02-03,2164.0,US,1,-100652.65205617686,normal
1132,2006-01-06,6210.0,-,0,-199833.49873295912,normal
1133,2022-08-12,148.0,US,0,-7690.109628242104,normal
1134,1989-07-25,12219.0,NL,1,-34411.32324619773,normal
1135,2006-03-23,6134.0,US,0,-1148.9013877113318,normal
1136,2013-08-12,3435.0,US,0,-199833.49873295912,normal
1137,1996-10-11,9584.0,US,1,-25263.44465193851,normal
1138,2000-03-03,8345.0,US,0,-22283.92055845832,normal
1139,2021-05-09,608.0,US,0,-100652.65205617686,normal
1140,1996-01-07,9862.0,CA,0,-11391.59880261834,normal
1141,2016-08-06,2345.0,US,1,-16921.43165549624,normal
1142,2017-08-29,1957.0,US,1,-25069.14985239829,normal
1143,2019-07-20,1267.0,US,1,-25069.14985239829,normal
1144,2002-05-04,7553.0,US,1,-803.9013877113318,normal
1145,2016-07-27,2355.0,US,0,-199833.49873295912,normal
1146,,,-,0,-199833.49873295912,normal
1147,,,US,1,-3984.30685281944,normal
1148,2016-02-12,2521.0,US,0,-165.82194616965205,normal
1149,2004-10-14,6659.0,US,0,-34411.32324619773,normal
1150,2021-04-17,630.0,US,1,-199833.49873295912,normal
1151,2003-07-15,7116.0,US,1,-16551.810345257974,normal
1152,1999-03-25,8689.0,US,0,-6607.894054526099,normal
1153,2015-11-19,2606.0,US,0,-16921.43165549624,normal
1154,2012-02-17,3977.0,NL,0,-16551.810345257974,normal
1155,1988-02-23,12737.0,US,0,-89.0,normal
1156,2002-04-16,7571.0,US,1,-1817.30685281944,normal
1157,2019-01-03,1465.0,US,0,-22283.92055845832,normal
1158,1996-08-11,9645.0,US,0,-100652.65205617686,normal
1159,2021-11-25,408.0,US,1,-199833.49873295912,normal
1160,2006-06-08,6057.0,US,0,-22283.92055845832,normal
1161,2010-06-30,4574.0,CA,0,-13.0,normal
1162,2022-02-25,316.0,-,0,-199833.49873295912,normal
1163,2004-03-01,6886.0,SK,1,-22.0,normal
1164,2010-07-28,4546.0,US,0,-164.9013877113319,normal
1165,2019-02-18,1419.0,US,0,-199833.49873295912,normal
1166,2013-09-17,3399.0,US,0,-8640.004267726446,normal
1167,2002-12-13,7330.0,US,1,-5677.920558458321,normal
1168,2013-06-27,3481.0,US,1,-61.0,normal
1169,2007-01-03,5848.0,US,0,-199833.49873295912,normal
1170,2010-09-27,4485.0,IT,1,-676.3068528194401,normal
1171,1996-03-31,9778.0,CA,1,-199833.49873295912,normal
1172,,,US,0,-11391.59880261834,normal
1173,2017-01-24,2174.0,US,0,-199833.49873295912,normal
1174,2012-01-22,4003.0,IE,0,-100652.65205617686,normal
1175,2003-11-20,6988.0,US,1,-18489.60555084533,normal
1176,2016-01-04,2560.0,-,1,-199833.49873295912,normal
1177,2005-07-12,6388.0,US,0,-21332.51509335021,normal
1178,2015-02-03,2895.0,CA,1,-199833.49873295912,normal
1179,2015-07-29,2719.0,US,0,-100652.65205617686,normal
1180,2013-03-03,3597.0,US,0,-3129.087976994572,normal
1181,2018-01-26,1807.0,US,0,-15848.311120545886,normal
1182,2016-07-19,2363.0,US,0,-2100.291949798898,normal
1183,2001-06-22,7869.0,KR,0,-279.9013877113319,normal
1184,2015-02-26,2872.0,US,0,-100652.65205617686,normal
1185,1996-10-11,9584.0,US,1,-25263.44465193851,normal
1186,2007-12-18,5499.0,GB,0,-61.60210472720163,normal
1187,1989-08-11,12202.0,US,0,-287.0,normal
1188,2010-06-02,4602.0,US,0,-21332.51509335021,normal
1189,,,US,0,-16551.810345257974,normal
1190,1997-09-09,9251.0,US,0,-3984.30685281944,normal
1191,2018-08-14,1607.0,-,1,-199833.49873295912,normal
1192,2017-09-09,1946.0,-,1,-199833.49873295912,normal
1193,2020-03-17,1026.0,KR,1,-886.0,normal
1194,2006-06-08,6057.0,US,0,-22283.92055845832,normal
1195,2022-08-16,144.0,US,0,-199833.49873295912,normal
1196,2019-12-23,1111.0,SG,1,-3753.386615781621,normal
1197,2005-05-06,6455.0,US,0,-1188.6137056388802,normal
1198,2021-03-25,653.0,US,0,-100652.65205617686,normal
1199,2006-10-04,5939.0,US,1,-5853.054089850944,normal
1200,2007-04-04,5757.0,CY,1,-5.0,normal
1201,2018-06-07,1675.0,NL,1,-4270.212508257218,normal
1202,2020-07-08,913.0,US,1,-100652.65205617686,normal
1203,2007-06-04,5696.0,US,0,-34411.32324619773,normal
1204,2015-08-03,2714.0,US,0,-199833.49873295912,normal
1205,2016-03-19,2485.0,US,1,-199833.49873295912,normal
1206,1996-10-11,9584.0,US,1,-25263.44465193851,normal
1207,2004-07-07,6758.0,US,1,-18489.60555084533,normal
1208,2021-10-19,445.0,US,1,-460.0,normal
1209,2002-04-04,7583.0,US,0,-18489.60555084533,normal
1210,2011-02-28,4331.0,GB,0,-450.0,normal
1211,2021-10-06,458.0,NL,0,-58.0,normal
1212,2019-06-21,1296.0,US,0,-34411.32324619773,normal
1213,2018-05-16,1697.0,NL,1,-34411.32324619773,normal
1214,2019-06-19,1298.0,US,1,-4158.920558458321,normal
1215,,,DE,0,-100652.65205617686,normal
1216,1995-01-18,10216.0,US,0,-823.3068528194401,normal
1217,,,US,1,-11391.59880261834,normal
1218,2022-07-05,186.0,-,0,-199833.49873295912,normal
1219,,,US,1,-199833.49873295912,normal
1220,2017-01-05,2193.0,DE,0,-812.7373201229586,normal
1221,1998-03-03,9076.0,US,1,-100652.65205617686,normal
1222,2018-01-17,1816.0,US,1,-28.0,normal
1223,2021-01-19,718.0,SG,1,-3753.386615781621,normal
1224,1996-11-25,9539.0,IE,1,-100652.65205617686,normal
1225,1996-10-11,9584.0,US,1,-25263.44465193851,normal
1226,2015-03-24,2846.0,US,0,-1880.515093350212,normal
1227,2001-10-23,7746.0,US,1,-5581.0,normal
1228,2013-11-18,3337.0,US,0,-7690.109628242104,normal
1229,2006-06-08,6057.0,US,0,-22283.92055845832,normal
1230,,,US,0,-199833.49873295912,normal
1231,1996-10-11,9584.0,US,1,-25263.44465193851,normal
1232,1999-01-29,8744.0,US,1,-199833.49873295912,normal
1233,2020-10-08,821.0,US,0,-8434.765893495403,normal
1234,1996-01-17,9852.0,-,1,-199833.49873295912,normal
1235,2000-09-22,8142.0,US,0,-18489.60555084533,normal
1236,2009-02-18,5071.0,NL,0,-16921.43165549624,normal
1237,2022-06-15,206.0,CA,0,-8736.17105438239,normal
1238,,,DE,0,-51.0,normal
1239,,,US,1,-25069.14985239829,normal
1240,2014-04-15,3189.0,-,0,-199833.49873295912,normal
1241,2002-03-21,7597.0,US,1,-100652.65205617686,normal
1242,1999-10-01,8499.0,US,0,-536.0,normal
1243,2015-02-04,2894.0,US,0,-18489.60555084533,normal
1244,2021-01-19,718.0,US,1,-199833.49873295912,normal
1245,1996-06-07,9710.0,US,0,-4584.955477562276,normal
1246,2016-04-15,2458.0,-,1,-199833.49873295912,normal
1247,2010-07-27,4547.0,US,1,-33.30685281944005,normal
1248,2009-09-10,4867.0,US,1,-25263.44465193851,normal
1249,2011-06-24,4215.0,US,0,-100652.65205617686,normal
1250,2016-06-04,2408.0,US,0,-34411.32324619773,normal
1251,2010-04-03,4662.0,US,1,-1817.30685281944,normal
1252,2006-06-08,6057.0,US,0,-22283.92055845832,normal
1253,2018-07-19,1633.0,US,0,-21332.51509335021,normal
1254,2016-11-17,2242.0,US,1,-100652.65205617686,normal
1255,1996-05-29,9719.0,US,0,-1148.9013877113318,normal
1256,2010-01-02,4753.0,SG,1,-18489.60555084533,normal
1257,,,DE,1,-6936.950143992751,normal
1258,2000-07-31,8195.0,US,0,-8640.004267726446,normal
1259,2019-02-15,1422.0,US,0,-22283.92055845832,normal
1260,2015-10-29,2627.0,-,1,-199833.49873295912,normal
1261,1992-10-21,11035.0,US,1,-100652.65205617686,normal
1262,2002-04-24,7563.0,US,0,-4270.212508257218,normal
1263,2006-10-25,5918.0,CA,1,-199833.49873295912,normal
1264,2011-04-12,4288.0,US,0,-14.0,normal
1265,2018-12-19,1480.0,CA,0,-199833.49873295912,normal
1266,2009-07-22,4917.0,US,1,-100652.65205617686,normal
1267,2022-05-02,250.0,NL,0,-257.44465193851056,normal
1268,2012-04-06,3928.0,US,0,-199833.49873295912,normal
1269,2002-01-09,7668.0,US,0,-109.0,normal
1270,2019-04-03,1375.0,US,0,-100652.65205617686,normal
1271,2002-01-25,7652.0,US,0,-100652.65205617686,normal
1272,2016-07-05,2377.0,CA,1,-199833.49873295912,normal
1273,2018-01-26,1807.0,CA,0,-199833.49873295912,normal
1274,1987-01-19,13137.0,US,0,-25069.14985239829,normal
1275,1999-02-09,8733.0,US,0,-33.0,normal
1276,2021-02-24,682.0,US,1,-4158.920558458321,normal
1277,2018-09-18,1572.0,US,0,-16921.43165549624,normal
1278,2020-12-28,740.0,-,0,-199833.49873295912,normal
1279,2015-08-04,2713.0,US,0,-5853.054089850944,normal
1280,2018-11-18,1511.0,US,0,-15848.311120545886,normal
1281,2013-06-30,3478.0,US,1,-100652.65205617686,normal
1282,2021-03-19,659.0,CA,1,-8736.17105438239,normal
1283,2005-02-21,6529.0,SE,1,-366.0,normal
1284,2002-03-13,7605.0,US,0,-100652.65205617686,normal
1285,2018-02-20,1782.0,US,0,-16551.810345257974,normal
1286,2015-01-21,2908.0,-,1,-199833.49873295912,normal
1287,2019-01-28,1440.0,US,0,-15848.311120545886,normal
1288,2019-03-04,1405.0,CA,1,-199833.49873295912,normal
1289,2012-09-08,3773.0,GB,0,-8434.765893495403,normal
1290,2019-04-12,1366.0,US,0,-5847.048756281419,normal
1291,2015-11-18,2607.0,NL,1,-70.90138771133189,normal
1292,1988-11-10,12476.0,US,1,-100652.65205617686,normal
1293,2003-08-08,7092.0,US,1,-34411.32324619773,normal
1294,2019-11-12,1152.0,US,0,-111.30685281944004,normal
1295,2018-06-04,1678.0,NL,1,-2270.109628242104,normal
1296,2021-09-25,469.0,EE,1,-152.0,normal
1297,1999-06-22,8600.0,-,0,-199833.49873295912,normal
1298,1993-07-13,10770.0,US,0,-1.0,normal
1299,2011-11-30,4056.0,US,1,-6607.894054526099,normal
1300,2003-08-05,7095.0,US,0,-5581.0,normal
1301,,,US,0,-15848.311120545886,normal
1302,1999-04-15,8668.0,RU,1,-217.0,normal
1303,2008-03-25,5401.0,US,1,-100652.65205617686,normal
1304,2014-06-13,3130.0,US,1,-100652.65205617686,normal
1305,2012-12-03,3687.0,-,0,-199833.49873295912,normal
1306,2007-12-12,5505.0,-,1,-199833.49873295912,normal
1307,2021-07-13,543.0,US,1,-34411.32324619773,normal
1308,1991-05-20,11555.0,US,1,-1574.0,normal
1309,2018-05-08,1705.0,US,0,-34411.32324619773,normal
1310,2000-07-12,8214.0,-,0,-199833.49873295912,normal
1311,2019-07-15,1272.0,IT,0,-676.3068528194401,normal
1312,1996-10-20,9575.0,US,1,-100652.65205617686,normal
1313,1996-05-31,9717.0,US,1,-100652.65205617686,normal
1314,2002-08-11,7454.0,US,0,-199833.49873295912,normal
1315,2011-10-17,4100.0,JP,0,-100652.65205617686,normal
1316,2000-02-01,8376.0,US,0,-199833.49873295912,normal
1317,2003-10-17,7022.0,US,0,-22283.92055845832,normal
1318,1986-10-03,13245.0,US,1,-224.0,normal
1319,2014-01-03,3291.0,US,0,-11391.59880261834,normal
1320,2009-02-13,5076.0,US,1,-25263.44465193851,normal
1321,1998-05-28,8990.0,IE,1,-100652.65205617686,normal
1322,1994-02-15,10553.0,US,1,-25263.44465193851,normal
1323,1997-08-28,9263.0,US,1,-73.0,normal
1324,1996-08-12,9644.0,US,0,-199833.49873295912,normal
1325,2000-12-24,8049.0,RU,1,-105.30685281944004,normal
1326,1998-06-22,8965.0,US,1,-5581.0,normal
1327,2019-08-03,1253.0,US,1,-103.0,normal
1328,2020-08-28,862.0,US,0,-1785.1978816246228,normal
1329,2017-09-05,1950.0,US,1,-1024.30685281944,normal
1330,2016-09-16,2304.0,US,0,-15848.311120545886,normal
1331,2013-10-01,3385.0,DE,0,-6936.950143992751,normal
1332,2003-06-10,7151.0,US,1,-5677.920558458321,normal
1333,2002-09-06,7428.0,US,0,-11391.59880261834,normal
1334,1995-07-24,10029.0,US,1,-18489.60555084533,normal
1335,,,DE,0,-251.0,normal
1336,2004-06-04,6791.0,US,1,-123.0,normal
1337,2000-07-05,8221.0,CA,0,-199833.49873295912,normal
1338,2015-04-08,2831.0,CA,0,-8736.17105438239,normal
1339,2013-11-08,3347.0,-,1,-199833.49873295912,normal
1340,2001-12-31,7677.0,US,0,-90.90138771133188,normal
1341,2005-05-29,6432.0,US,1,-100652.65205617686,normal
1342,1999-02-17,8725.0,US,0,-454.8027754226638,normal
1343,1999-02-25,8717.0,US,1,-23.0,normal
1344,2012-06-26,3847.0,US,0,-40.0,normal
1345,2010-07-07,4567.0,US,0,-25263.44465193851,normal
1346,2009-04-09,5021.0,US,1,-100652.65205617686,normal
1347,2018-11-15,1514.0,CA,1,-199833.49873295912,normal
1348,2020-03-12,1031.0,US,0,-25263.44465193851,normal
1349,2019-08-19,1237.0,US,1,-21332.51509335021,normal
1350,2000-07-31,8195.0,US,0,-8640.004267726446,normal
1351,2019-10-23,1172.0,-,1,-199833.49873295912,normal
1352,2010-02-22,4702.0,-,0,-199833.49873295912,normal
1353,2002-02-02,7644.0,US,0,-1817.30685281944,normal
1354,2017-02-18,2149.0,DK,0,-470.3905620875659,normal
1355,1998-09-04,8891.0,-,1,-199833.49873295912,normal
1356,2014-08-14,3068.0,CN,0,-1288.92055845832,normal
1357,2009-08-08,4900.0,US,1,-199833.49873295912,normal
1358,2014-03-08,3227.0,US,0,-3753.386615781621,normal
1359,2012-05-29,3875.0,US,0,-1960.92055845832,normal
1360,2022-03-08,305.0,US,0,-6219.291949798898,normal
1361,2012-01-29,3996.0,US,0,-100652.65205617686,normal
1362,2020-01-30,1073.0,US,1,-100652.65205617686,normal
1363,1994-06-13,10435.0,US,1,-11391.59880261834,normal
1364,2010-06-23,4581.0,IE,0,-100652.65205617686,normal
1365,1998-06-25,8962.0,US,1,-5581.0,normal
1366,,,AU,1,-417.0,normal
1367,,,US,1,-199833.49873295912,normal
1368,2002-04-08,7579.0,US,0,-597.0,normal
1369,2011-11-17,4069.0,US,1,-18489.60555084533,normal
1370,2012-01-07,4018.0,US,1,-11391.59880261834,normal
1371,2020-10-20,809.0,US,0,-6219.291949798898,normal
1372,2018-09-28,1562.0,-,1,-199833.49873295912,normal
1373,2016-01-27,2537.0,FR,1,-8736.17105438239,normal
1374,2001-02-05,8006.0,US,1,-1960.92055845832,normal
1375,2014-08-05,3077.0,US,0,-199833.49873295912,normal
1376,2012-08-02,3810.0,CA,0,-983.7041631339956,normal
1377,1996-04-25,9753.0,US,1,-25263.44465193851,normal
1378,1999-05-20,8633.0,US,0,-88.0,normal
1379,2014-12-06,2954.0,LV,1,-7.306852819440055,normal
1380,1996-10-11,9584.0,US,1,-25263.44465193851,normal
1381,2015-08-27,2690.0,GB,1,-61.0,normal
1382,1996-01-19,9850.0,US,0,-16551.810345257974,normal
1383,2022-12-16,22.0,FI,0,-6936.950143992751,normal
1384,2000-08-10,8185.0,US,1,-199833.49873295912,normal
1385,2002-12-03,7340.0,US,0,-25069.14985239829,normal
1386,2000-09-20,8144.0,-,1,-199833.49873295912,normal
1387,2013-03-08,3592.0,US,0,-25263.44465193851,normal
1388,1998-09-29,8866.0,US,0,-2255.61370563888,normal
1389,2019-06-06,1311.0,US,1,-199833.49873295912,normal
1390,2007-07-14,5656.0,CA,0,-199833.49873295912,normal
1391,,,US,0,-33.0,normal
1392,2000-03-13,8335.0,BE,0,-34411.32324619773,normal
1393,2004-07-21,6744.0,US,1,-100652.65205617686,normal
1394,2019-10-04,1191.0,US,0,-15848.311120545886,normal
1395,2000-07-31,8195.0,US,0,-8640.004267726446,normal
1396,2016-05-23,2420.0,US,1,-199833.49873295912,normal
1397,2000-10-31,8103.0,US,1,-272.8027754226638,normal
1398,2000-01-09,8399.0,US,0,-12.0,normal
1399,1999-03-23,8691.0,US,0,-25263.44465193851,normal
1400,1999-11-15,8454.0,NO,0,-47.0,normal
1401,,,US,0,-11391.59880261834,normal
1402,1997-07-04,9318.0,US,0,-983.7041631339956,normal
1403,2021-03-13,665.0,-,0,-199833.49873295912,normal
1404,1994-11-10,10285.0,US,0,-16551.810345257974,normal
1405,2021-06-15,571.0,US,1,-6219.291949798898,normal
1406,1996-10-11,9584.0,US,1,-25263.44465193851,normal
1407,2021-11-06,427.0,US,0,-16921.43165549624,normal
1408,2018-10-04,1556.0,FR,1,-71.0,normal
1409,2007-02-08,5812.0,US,1,-100652.65205617686,normal
1410,2010-09-09,4503.0,US,0,-100652.65205617686,normal
1411,2006-02-24,6161.0,US,1,-5954.22741127776,normal
1412,2007-07-27,5643.0,US,0,-609.0,normal
1413,2007-02-27,5793.0,US,1,-34411.32324619773,normal
