uid,created_date,survival_time,country,have_services,log_score,label
471,2022-10-04,95.0,RU,1,-245.47363947538383,scam
472,2022-09-27,109.0,HK,0,-100652.65205617686,scam
473,2022-10-08,102.0,US,0,-199833.49873295912,scam
474,2022-07-20,181.0,-,0,-199833.49873295912,scam
475,2022-07-20,182.0,CN,0,-261.6721238312104,scam
476,2022-09-26,114.0,US,0,-100652.65205617686,scam
477,2022-09-06,134.0,US,0,-3753.386615781621,scam
478,2022-02-05,343.0,US,0,-5879.034919654398,scam
479,2018-12-06,1493.0,US,0,-0.9013877113318902,scam
480,2022-08-02,165.0,HK,0,-30.61370563888011,scam
481,2022-06-28,204.0,US,0,-5879.034919654398,scam
482,2022-09-21,108.0,-,0,-199833.49873295912,scam
483,2022-09-15,125.0,CN,0,-261.6721238312104,scam
484,2022-01-05,378.0,-,0,-199833.49873295912,scam
485,2020-05-10,982.0,US,0,-6219.291949798898,scam
486,2022-08-09,158.0,US,0,-100652.65205617686,scam
487,2021-04-12,635.0,US,1,-199833.49873295912,scam
488,2021-06-23,573.0,-,0,-199833.49873295912,scam
489,2022-09-02,138.0,FI,0,-300.3232461977317,scam
490,2022-04-14,278.0,CN,0,-257.7373098110951,scam
491,2021-03-17,672.0,US,0,-2100.291949798898,scam
492,2021-08-04,521.0,US,1,-16921.43165549624,scam
493,2022-10-05,105.0,NL,0,-606.6327041700135,scam
494,2022-10-17,89.0,CA,0,-199833.49873295912,scam
495,2022-07-22,180.0,-,0,-199833.49873295912,scam
496,2006-07-17,6018.0,US,0,-6219.291949798898,scam
497,2021-06-16,570.0,US,1,-1785.1978816246228,scam
498,2022-07-30,172.0,-,0,-199833.49873295912,scam
499,2019-12-24,1110.0,US,1,-199833.49873295912,scam
500,2022-05-16,246.0,US,0,-100652.65205617686,scam
501,2022-09-07,129.0,US,0,-5879.034919654398,scam
502,2022-07-16,175.0,US,0,-199833.49873295912,scam
503,2021-06-23,563.0,CA,1,-199833.49873295912,scam
504,2019-12-11,1133.0,US,0,-6219.291949798898,scam
505,2020-07-23,898.0,-,1,-199833.49873295912,scam
506,2018-09-28,1573.0,FR,0,-8736.17105438239,scam
507,2017-09-16,1949.0,US,1,-199833.49873295912,scam
508,2022-09-13,116.0,US,0,-173.00956741322128,scam
509,2022-02-09,342.0,US,0,-1960.92055845832,scam
510,2022-09-23,117.0,HK,0,-221.73730981109512,scam
511,2019-07-07,1291.0,-,0,-199833.49873295912,scam
512,2021-03-29,659.0,-,1,-199833.49873295912,scam
513,2022-10-17,93.0,DE,1,-3554.45670521773,scam
514,2022-05-06,253.0,US,0,-15848.311120545886,scam
515,2022-02-16,336.0,DE,0,-158.1287989890921,scam
516,2022-03-01,323.0,US,1,-199833.49873295912,scam
517,2021-09-21,483.0,US,1,-25069.14985239829,scam
518,2022-09-03,137.0,GB,0,-300.3232461977317,scam
519,2022-02-24,328.0,US,0,-199833.49873295912,scam
520,2022-10-29,77.0,BR,1,-3753.386615781621,scam
521,2022-05-08,255.0,SG,0,-16921.43165549624,scam
522,2022-01-06,366.0,US,1,-3753.386615781621,scam
523,2021-12-21,393.0,US,0,-33.53426409720027,scam
524,2002-10-21,7383.0,US,1,-100652.65205617686,scam
525,2022-05-21,242.0,US,0,-3753.386615781621,scam
526,2023-01-03,14.0,AU,0,-187.2638015516055,scam
527,2022-10-04,102.0,US,0,-23.435050642538464,scam
528,2021-02-07,710.0,-,0,-199833.49873295912,scam
529,2022-08-25,145.0,US,0,-6607.894054526099,scam
530,2022-10-10,89.0,US,0,-3753.386615781621,scam
531,2022-09-12,128.0,NL,0,-5879.034919654398,scam
532,2022-10-20,79.0,US,0,-1785.1978816246228,scam
533,2022-06-29,203.0,US,0,-5879.034919654398,scam
534,2018-02-22,1791.0,-,0,-199833.49873295912,scam
535,2022-07-20,171.0,US,0,-199833.49873295912,scam
536,2022-04-11,282.0,US,0,-100652.65205617686,scam
537,2021-06-26,571.0,US,0,-199833.49873295912,scam
538,2022-11-20,48.0,US,1,-5879.034919654398,scam
539,2022-10-18,81.0,US,0,-100652.65205617686,scam
540,2022-10-27,79.0,LT,0,-32.00426772644601,scam
541,2022-11-20,55.0,SG,0,-293.92055845832016,scam
542,2022-05-18,244.0,-,0,-199833.49873295912,scam
543,2022-06-27,201.0,US,0,-3.3068528194400546,scam
544,2020-11-26,772.0,US,1,-199833.49873295912,scam
545,2006-02-19,6176.0,-,0,-199833.49873295912,scam
546,2018-09-28,1569.0,-,1,-199833.49873295912,scam
547,2021-08-26,506.0,FI,0,-6936.950143992751,scam
548,2020-01-16,1094.0,NL,0,-606.6327041700135,scam
549,2022-11-07,61.0,US,0,-1.3068528194400546,scam
550,2010-11-25,4426.0,-,1,-199833.49873295912,scam
551,2006-03-29,6138.0,US,0,-5847.048756281419,scam
552,2022-10-30,80.0,GB,1,-16921.43165549624,scam
553,2022-04-04,289.0,US,1,-5879.034919654398,scam
554,2022-01-09,373.0,US,1,-199833.49873295912,scam
555,2022-10-03,107.0,DE,1,-16921.43165549624,scam
556,2022-07-05,186.0,US,0,-199833.49873295912,scam
557,2022-09-03,136.0,US,0,-5879.034919654398,scam
558,2022-09-19,121.0,-,0,-199833.49873295912,scam
559,2022-11-14,54.0,US,0,-5879.034919654398,scam
560,2022-08-31,139.0,GB,0,-52.04875628141857,scam
561,2022-02-21,330.0,US,0,-257.44465193851056,scam
562,2020-10-22,817.0,US,1,-199833.49873295912,scam
563,2022-06-10,211.0,US,0,-1785.1978816246228,scam
564,2022-07-20,181.0,-,0,-199833.49873295912,scam
565,2021-04-06,652.0,US,0,-83.3905620875659,scam
566,2022-09-02,134.0,-,0,-199833.49873295912,scam
567,2022-09-25,115.0,CN,0,-261.6721238312104,scam
568,2021-12-31,383.0,US,0,-5879.034919654398,scam
569,2022-10-19,80.0,US,0,-199833.49873295912,scam
570,2021-07-03,560.0,VG,0,-128.3905620875659,scam
571,2021-11-13,431.0,US,0,-199833.49873295912,scam
572,2022-09-14,125.0,US,0,-199833.49873295912,scam
573,2022-02-24,327.0,US,0,-5879.034919654398,scam
574,2022-08-28,139.0,HK,0,-16551.810345257974,scam
575,2022-11-25,54.0,NL,0,-147.4164810615439,scam
576,2021-02-26,691.0,US,0,-350.4782114229509,scam
577,2022-10-10,100.0,CN,0,-261.6721238312104,scam
578,2022-11-06,62.0,RU,1,-5.613705638880109,scam
579,2022-01-18,365.0,US,0,-100652.65205617686,scam
580,2022-10-18,88.0,IN,0,-3753.386615781621,scam
581,2022-08-31,136.0,US,0,-1785.1978816246228,scam
582,2022-07-04,197.0,CA,1,-199833.49873295912,scam
583,2022-07-03,199.0,-,0,-199833.49873295912,scam
584,2000-03-26,8322.0,US,0,-10.306852819440056,scam
585,2022-10-13,97.0,US,0,-5879.034919654398,scam
586,2022-09-13,127.0,US,0,-173.00956741322128,scam
587,2022-07-27,171.0,US,0,-199833.49873295912,scam
588,2022-08-31,139.0,GB,0,-52.04875628141857,scam
589,2022-06-27,201.0,US,0,-5879.034919654398,scam
590,2022-09-27,113.0,-,1,-199833.49873295912,scam
591,2022-10-14,96.0,LV,0,-300.3232461977317,scam
592,2022-05-16,236.0,US,0,-100652.65205617686,scam
593,2020-03-18,1036.0,-,1,-199833.49873295912,scam
594,2020-08-20,880.0,-,0,-199833.49873295912,scam
595,2013-11-04,3358.0,AU,0,-187.2638015516055,scam
596,2014-12-08,2962.0,US,1,-100652.65205617686,scam
597,2022-08-31,140.0,US,0,-1785.1978816246228,scam
598,2022-09-17,112.0,DE,1,-117.515093350212,scam
599,2018-05-15,1709.0,US,0,-199833.49873295912,scam
600,2022-03-05,319.0,US,0,-5879.034919654398,scam
601,2022-08-22,149.0,CN,0,-261.6721238312104,scam
602,2022-07-08,194.0,US,0,-199833.49873295912,scam
603,2021-08-16,520.0,SG,0,-3753.386615781621,scam
604,2022-11-25,43.0,AU,0,-187.2638015516055,scam
605,2022-10-17,82.0,CN,1,-261.6721238312104,scam
606,2021-05-10,617.0,US,1,-199833.49873295912,scam
607,2021-04-23,635.0,GB,0,-41.69741490700596,scam
608,2022-10-22,84.0,US,0,-6607.894054526099,scam
609,2022-11-26,42.0,US,0,-34411.32324619773,scam
610,2021-05-17,611.0,US,0,-16921.43165549624,scam
611,,,US,0,-199833.49873295912,scam
612,2022-09-07,122.0,CA,0,-199833.49873295912,scam
613,2022-09-21,119.0,-,1,-199833.49873295912,scam
614,2022-06-28,204.0,US,0,-199833.49873295912,scam
615,2022-02-07,345.0,AU,0,-187.2638015516055,scam
616,2018-11-26,1510.0,US,0,-6607.894054526099,scam
617,2018-08-19,1602.0,US,0,-199833.49873295912,scam
618,2018-03-14,1760.0,CZ,1,-4270.212508257218,scam
619,2018-04-13,1741.0,-,0,-199833.49873295912,scam
620,2022-02-18,333.0,-,0,-199833.49873295912,scam
621,2022-06-10,218.0,LT,0,-32.00426772644601,scam
622,2022-09-13,116.0,CA,1,-199833.49873295912,scam
623,2021-12-10,404.0,CA,0,-199833.49873295912,scam
624,2021-07-05,558.0,US,0,-731.4350506425385,scam
625,2015-12-03,2599.0,US,0,-6607.894054526099,scam
626,2022-04-10,283.0,US,1,-199833.49873295912,scam
627,2021-04-26,631.0,-,0,-199833.49873295912,scam
628,2021-06-28,558.0,US,0,-3753.386615781621,scam
629,2022-07-27,175.0,-,0,-199833.49873295912,scam
630,2022-05-05,258.0,US,0,-100652.65205617686,scam
631,2021-03-10,679.0,SG,1,-34411.32324619773,scam
632,2022-10-11,88.0,HK,0,-234.4446519385106,scam
633,2022-04-27,266.0,US,1,-5879.034919654398,scam
634,2021-07-11,555.0,CA,0,-199833.49873295912,scam
635,2021-02-04,712.0,DE,0,-8736.17105438239,scam
636,2022-11-08,67.0,BZ,1,-77.16678665594378,scam
637,2022-07-15,187.0,-,1,-199833.49873295912,scam
638,2022-01-13,370.0,CA,0,-199833.49873295912,scam
639,2022-04-19,270.0,US,0,-100652.65205617686,scam
640,2022-09-29,107.0,US,0,-199833.49873295912,scam
641,,,US,0,-199833.49873295912,scam
642,2021-02-14,699.0,RU,0,-37.920558458320166,scam
643,2022-10-24,75.0,US,0,-16921.43165549624,scam
644,2021-11-14,430.0,US,0,-199833.49873295912,scam
645,2022-04-18,275.0,AU,0,-187.2638015516055,scam
646,2022-08-18,152.0,-,0,-199833.49873295912,scam
647,2022-10-25,74.0,US,0,-16921.43165549624,scam
648,2022-07-18,184.0,US,0,-3753.386615781621,scam
649,2021-12-20,394.0,-,1,-199833.49873295912,scam
650,2022-10-10,100.0,CA,0,-8736.17105438239,scam
651,2021-09-14,491.0,-,1,-199833.49873295912,scam
652,2022-04-20,262.0,FI,0,-6936.950143992751,scam
653,2021-12-15,388.0,US,1,-199833.49873295912,scam
654,2022-09-23,117.0,HK,0,-221.73730981109512,scam
655,2022-10-16,83.0,US,0,-34411.32324619773,scam
656,2022-09-01,128.0,US,0,-199833.49873295912,scam
657,2022-11-12,56.0,US,0,-100652.65205617686,scam
658,2022-05-19,233.0,-,0,-199833.49873295912,scam
659,2021-03-29,659.0,US,0,-257.44465193851056,scam
660,2022-02-17,324.0,US,0,-11391.59880261834,scam
661,2022-09-09,127.0,IE,0,-100652.65205617686,scam
662,2021-03-20,669.0,US,0,-199833.49873295912,scam
663,2018-08-19,1602.0,-,0,-199833.49873295912,scam
664,2022-10-11,99.0,TW,0,-17.908957546641684,scam
665,2021-12-25,389.0,CN,0,-100652.65205617686,scam
666,2021-06-22,564.0,US,0,-199833.49873295912,scam
667,2022-10-04,102.0,HK,0,-234.4446519385106,scam
668,2022-08-27,133.0,-,0,-199833.49873295912,scam
669,2022-09-01,139.0,US,0,-199833.49873295912,scam
670,2022-10-21,85.0,GB,1,-16921.43165549624,scam
671,2022-03-25,298.0,US,0,-5879.034919654398,scam
672,2022-07-20,171.0,-,0,-199833.49873295912,scam
673,2022-03-09,315.0,CA,0,-199833.49873295912,scam
674,2021-09-19,486.0,US,0,-199833.49873295912,scam
675,2022-10-18,92.0,US,0,-116.26233038171664,scam
676,2022-11-03,72.0,US,0,-5879.034919654398,scam
677,2022-10-19,80.0,US,1,-5879.034919654398,scam
678,2022-07-19,183.0,US,0,-3753.386615781621,scam
679,2022-07-26,172.0,-,1,-199833.49873295912,scam
680,2022-11-22,53.0,US,0,-3753.386615781621,scam
681,2019-08-26,1241.0,-,1,-199833.49873295912,scam
682,2022-10-07,92.0,-,0,-199833.49873295912,scam
683,2022-09-23,113.0,HK,0,-221.73730981109512,scam
684,2022-10-24,75.0,RU,1,-245.47363947538383,scam
685,2022-11-18,57.0,US,0,-234.4446519385106,scam
686,2020-06-15,936.0,US,0,-100652.65205617686,scam
687,2006-03-29,6135.0,US,0,-5847.048756281419,scam
688,,,US,0,-199833.49873295912,scam
689,2021-02-05,712.0,DE,0,-300.3232461977317,scam
690,2017-02-06,2171.0,CA,0,-199833.49873295912,scam
691,2022-08-10,150.0,RU,0,-24.6677954898248,scam
692,2020-11-16,789.0,CA,0,-8736.17105438239,scam
693,2022-09-20,120.0,US,0,-309.85833644349736,scam
694,2022-08-30,141.0,ZA,0,-300.3232461977317,scam
695,2022-03-26,294.0,US,1,-100652.65205617686,scam
696,2022-10-17,93.0,US,0,-199833.49873295912,scam
697,2021-07-01,565.0,-,0,-199833.49873295912,scam
698,2021-09-08,486.0,US,0,-5879.034919654398,scam
699,2022-09-23,117.0,HK,0,-221.73730981109512,scam
700,2022-10-21,85.0,GB,0,-3753.386615781621,scam
701,2022-10-11,99.0,US,0,-6607.894054526099,scam
702,2017-06-06,2041.0,SE,1,-26.208240530771945,scam
703,2022-09-21,108.0,US,0,-1785.1978816246228,scam
704,2022-05-11,252.0,-,0,-199833.49873295912,scam
705,2022-03-24,289.0,SG,0,-3753.386615781621,scam
706,2021-09-04,500.0,CA,1,-199833.49873295912,scam
707,2022-11-09,59.0,CA,0,-199833.49873295912,scam
708,2021-07-02,565.0,US,0,-199833.49873295912,scam
709,2022-06-17,204.0,FR,0,-8736.17105438239,scam
710,2022-10-12,87.0,RU,0,-24.6677954898248,scam
711,2021-05-07,621.0,US,0,-100652.65205617686,scam
712,2022-07-20,171.0,-,0,-199833.49873295912,scam
713,2022-04-16,277.0,US,0,-5879.034919654398,scam
714,2022-09-09,127.0,US,0,-5879.034919654398,scam
715,2022-01-25,358.0,-,1,-199833.49873295912,scam
716,2022-09-14,115.0,US,0,-1785.1978816246228,scam
717,2022-05-28,224.0,HK,0,-4270.212508257218,scam
718,2020-10-23,816.0,US,0,-350.4782114229509,scam
719,2022-09-22,114.0,US,0,-100652.65205617686,scam
720,2015-11-26,2606.0,US,0,-100652.65205617686,scam
721,2022-10-21,89.0,US,0,-199833.49873295912,scam
722,2022-06-22,210.0,CA,0,-983.7041631339956,scam
723,2022-11-05,63.0,LU,0,-237.19333751022967,scam
724,2018-04-21,1732.0,US,1,-199833.49873295912,scam
725,2022-07-30,171.0,US,0,-199833.49873295912,scam
726,2020-07-27,904.0,US,1,-100652.65205617686,scam
727,2022-04-14,279.0,US,0,-3753.386615781621,scam
728,2017-02-01,2176.0,US,0,-199833.49873295912,scam
729,2022-09-26,103.0,US,0,-1785.1978816246228,scam
730,2019-07-23,1274.0,US,1,-199833.49873295912,scam
731,2021-10-09,466.0,US,1,-5879.034919654398,scam
732,2022-05-16,243.0,-,0,-199833.49873295912,scam
733,2022-11-10,65.0,US,0,-3753.386615781621,scam
734,2015-12-01,2601.0,US,0,-199833.49873295912,scam
735,2021-12-05,398.0,-,0,-199833.49873295912,scam
736,2013-01-08,3651.0,US,1,-34411.32324619773,scam
737,2022-01-24,359.0,US,0,-5879.034919654398,scam
738,2021-10-25,450.0,US,0,-5879.034919654398,scam
739,2022-03-30,290.0,-,0,-199833.49873295912,scam
740,2022-05-23,240.0,US,0,-199833.49873295912,scam
741,2022-06-30,202.0,CN,1,-261.6721238312104,scam
742,2000-07-31,8205.0,US,0,-8640.004267726446,scam
743,2021-01-02,735.0,US,0,-100652.65205617686,scam
744,2022-08-01,159.0,CA,1,-199833.49873295912,scam
745,2022-08-03,167.0,US,0,-100652.65205617686,scam
746,2022-05-24,228.0,NL,0,-400.3364383538704,scam
747,2021-12-28,386.0,US,0,-6607.894054526099,scam
748,2022-08-09,151.0,US,1,-5879.034919654398,scam
749,2022-09-05,131.0,CA,0,-100652.65205617686,scam
750,2021-03-20,668.0,DE,0,-812.7373201229586,scam
751,2022-09-29,100.0,US,0,-1785.1978816246228,scam
752,2022-04-15,278.0,CN,0,-257.7373098110951,scam
753,2022-08-06,154.0,-,0,-199833.49873295912,scam
754,2019-08-26,1241.0,-,1,-199833.49873295912,scam
755,2022-06-17,215.0,TR,0,-39.90138771133189,scam
756,2022-03-07,317.0,FI,0,-6936.950143992751,scam
757,2020-08-17,873.0,US,1,-199833.49873295912,scam
758,2014-08-07,3082.0,US,0,-100652.65205617686,scam
759,2021-04-18,629.0,US,0,-404.30685281944005,scam
760,2022-10-13,97.0,RU,0,-25.59880261833785,scam
761,2022-11-11,57.0,US,0,-100652.65205617686,scam
762,2022-11-05,70.0,US,0,-173.00956741322128,scam
763,2022-07-30,172.0,CA,0,-8736.17105438239,scam
764,2022-09-19,110.0,US,0,-34411.32324619773,scam
765,2021-03-10,679.0,SG,1,-34411.32324619773,scam
766,2022-11-15,60.0,CA,0,-199833.49873295912,scam
767,2022-06-25,196.0,CN,0,-1288.92055845832,scam
768,2022-09-20,120.0,US,0,-309.85833644349736,scam
769,2022-07-06,196.0,CA,0,-199833.49873295912,scam
770,2022-09-27,113.0,-,0,-199833.49873295912,scam
771,2022-03-23,297.0,US,0,-116.63270417001353,scam
772,2021-10-26,438.0,CA,0,-199833.49873295912,scam
773,2022-06-09,223.0,US,0,-11391.59880261834,scam
774,2022-05-14,249.0,US,0,-5879.034919654398,scam
775,,,US,1,-199833.49873295912,scam
776,2022-09-25,115.0,US,0,-6936.950143992751,scam
777,2021-07-13,550.0,US,1,-100652.65205617686,scam
778,2022-11-10,58.0,FR,0,-8736.17105438239,scam
779,2021-10-25,450.0,US,0,-5879.034919654398,scam
780,2022-10-04,106.0,US,0,-613.5988026183378,scam
781,2022-06-22,209.0,US,1,-199833.49873295912,scam
782,2021-07-27,536.0,CA,1,-199833.49873295912,scam
783,2022-03-03,317.0,US,0,-100652.65205617686,scam
784,2022-06-20,212.0,DE,0,-812.7373201229586,scam
785,2022-10-05,101.0,US,0,-309.85833644349736,scam
786,2021-11-13,427.0,FR,0,-8736.17105438239,scam
787,2022-04-21,272.0,US,0,-199833.49873295912,scam
788,,,PH,0,-3.3068528194400546,scam
789,2022-10-18,92.0,US,0,-309.85833644349736,scam
790,2022-04-10,279.0,US,1,-199833.49873295912,scam
791,2022-09-19,117.0,LT,0,-3753.386615781621,scam
792,2022-01-24,359.0,US,1,-199833.49873295912,scam
793,2020-12-08,767.0,US,0,-100652.65205617686,scam
794,2021-01-13,724.0,CA,0,-199833.49873295912,scam
795,2022-09-16,124.0,US,0,-3554.45670521773,scam
796,2019-06-13,1311.0,US,0,-0.3068528194400547,scam
797,2022-10-22,84.0,US,0,-6607.894054526099,scam
798,2022-09-27,109.0,MY,1,-93.69741490700596,scam
799,2021-03-07,682.0,-,1,-199833.49873295912,scam
800,2021-07-13,554.0,CN,0,-761.2864279332957,scam
801,2020-02-25,1047.0,US,0,-199833.49873295912,scam
802,2022-11-12,56.0,-,0,-199833.49873295912,scam
803,2021-09-01,504.0,US,0,-350.4782114229509,scam
804,2021-12-18,385.0,UA,0,-22.306852819440056,scam
805,2022-07-20,181.0,US,0,-199833.49873295912,scam
806,2022-07-22,176.0,US,0,-717.0879769945718,scam
807,2022-05-20,232.0,US,1,-3554.45670521773,scam
808,2022-09-26,113.0,US,1,-3753.386615781621,scam
809,2021-04-15,632.0,US,0,-173.00956741322128,scam
810,2017-09-20,1935.0,SG,0,-18489.60555084533,scam
811,2022-07-18,180.0,-,0,-199833.49873295912,scam
812,2022-09-19,121.0,US,0,-199833.49873295912,scam
813,2022-01-22,361.0,US,1,-199833.49873295912,scam
814,2022-09-27,109.0,US,0,-1785.1978816246228,scam
815,2022-11-11,64.0,US,0,-3554.45670521773,scam
816,2021-10-14,460.0,CN,1,-257.7373098110951,scam
817,2022-10-14,96.0,US,0,-11.054089850944688,scam
818,2022-10-18,81.0,TR,0,-131.17971843439497,scam
819,2022-10-03,103.0,-,0,-199833.49873295912,scam
820,2021-10-16,459.0,CA,1,-199833.49873295912,scam
821,2022-02-10,342.0,-,0,-199833.49873295912,scam
822,2016-11-28,2238.0,US,1,-100652.65205617686,scam
823,2021-12-09,401.0,US,0,-6607.894054526099,scam
824,2022-09-25,104.0,CA,0,-199833.49873295912,scam
825,2022-11-15,53.0,AU,0,-187.2638015516055,scam
826,2022-09-27,102.0,US,0,-100652.65205617686,scam
827,2022-09-16,120.0,US,0,-199833.49873295912,scam
828,2022-07-11,191.0,US,0,-199833.49873295912,scam
829,2022-04-17,265.0,US,1,-199833.49873295912,scam
830,2022-11-21,54.0,RU,0,-24.6677954898248,scam
831,2022-09-06,133.0,US,0,-6607.894054526099,scam
832,2022-04-09,280.0,DE,0,-812.7373201229586,scam
833,2022-11-05,63.0,-,0,-199833.49873295912,scam
834,2022-10-16,83.0,SC,0,-234.4446519385106,scam
835,2022-06-18,214.0,US,0,-199833.49873295912,scam
836,2022-07-05,186.0,US,1,-199833.49873295912,scam
837,2022-04-22,271.0,US,0,-199833.49873295912,scam
838,2022-10-17,93.0,DE,1,-3554.45670521773,scam
839,2022-09-25,111.0,US,0,-122.05408985094468,scam
840,,,ZA,0,-300.3232461977317,scam
841,2021-04-26,621.0,US,0,-199833.49873295912,scam
842,2021-09-23,482.0,CZ,0,-39.30685281944005,scam
843,,,US,0,-199833.49873295912,scam
844,2019-07-22,1275.0,GB,0,-52.04875628141857,scam
845,2022-09-11,129.0,US,0,-17.00426772644601,scam
846,2022-02-11,341.0,-,0,-199833.49873295912,scam
847,2022-09-13,127.0,-,0,-199833.49873295912,scam
848,2022-10-18,92.0,US,0,-309.85833644349736,scam
849,2022-09-18,111.0,US,0,-1785.1978816246228,scam
850,2022-11-10,65.0,IN,0,-3753.386615781621,scam
851,2022-05-31,231.0,US,0,-79.6137056388801,scam
852,2022-11-15,60.0,US,0,-5879.034919654398,scam
853,2022-07-20,181.0,-,0,-199833.49873295912,scam
854,2022-06-07,225.0,US,0,-35.389082087355774,scam
855,2022-10-15,95.0,US,0,-5879.034919654398,scam
856,2021-09-08,497.0,US,0,-350.4782114229509,scam
857,2022-06-10,211.0,US,0,-1785.1978816246228,scam
858,,,US,0,-16921.43165549624,scam
859,2021-06-11,586.0,-,1,-199833.49873295912,scam
860,2022-10-06,93.0,-,0,-199833.49873295912,scam
861,2022-03-05,319.0,US,0,-100652.65205617686,scam
862,2022-08-20,140.0,US,0,-199833.49873295912,scam
863,2022-06-28,200.0,SE,1,-3554.45670521773,scam
864,2022-03-07,313.0,CA,1,-199833.49873295912,scam
865,2022-11-30,38.0,AU,0,-187.2638015516055,scam
866,2022-05-16,236.0,US,0,-1785.1978816246228,scam
867,2021-02-08,709.0,US,0,-199833.49873295912,scam
868,2022-06-20,211.0,CN,0,-257.7373098110951,scam
869,2022-10-25,74.0,-,0,-199833.49873295912,scam
870,2019-11-26,1148.0,US,1,-199833.49873295912,scam
871,2022-05-01,258.0,US,0,-199833.49873295912,scam
872,2022-06-07,225.0,US,0,-199833.49873295912,scam
873,2020-06-20,942.0,RU,0,-155.92055845832016,scam
874,2022-09-13,126.0,US,1,-100652.65205617686,scam
875,2021-09-06,499.0,IN,0,-100652.65205617686,scam
876,2021-11-08,425.0,-,1,-199833.49873295912,scam
877,2022-05-19,233.0,US,1,-5879.034919654398,scam
878,2022-10-31,68.0,CA,0,-199833.49873295912,scam
879,2022-01-04,368.0,US,0,-100652.65205617686,scam
880,2021-09-27,478.0,US,0,-350.4782114229509,scam
881,2022-08-25,145.0,US,0,-5879.034919654398,scam
882,2021-10-30,434.0,US,0,-2625.5342640972003,scam
883,2021-10-30,445.0,US,1,-100652.65205617686,scam
884,2022-09-23,113.0,HK,0,-221.73730981109512,scam
885,2013-10-10,3386.0,US,0,-7690.109628242104,scam
886,2022-10-25,74.0,DE,0,-16921.43165549624,scam
887,2022-10-05,105.0,MY,0,-40.80277542266378,scam
888,2021-12-09,405.0,US,0,-100652.65205617686,scam
889,2021-12-18,385.0,CA,0,-199833.49873295912,scam
890,2021-09-16,478.0,CA,1,-199833.49873295912,scam
891,2022-02-28,324.0,-,1,-199833.49873295912,scam
892,2021-10-15,449.0,CA,1,-199833.49873295912,scam
893,2022-09-17,123.0,US,0,-25263.44465193851,scam
894,2020-08-01,896.0,LT,0,-13.36094267038474,scam
895,2022-08-31,140.0,FR,0,-8736.17105438239,scam
896,2022-08-22,149.0,CA,0,-199833.49873295912,scam
897,2022-10-10,96.0,US,0,-100652.65205617686,scam
898,2022-05-02,250.0,US,0,-5879.034919654398,scam
899,2022-05-23,240.0,SG,0,-8434.765893495403,scam
900,2021-12-10,404.0,US,0,-17.00426772644601,scam
901,2022-10-05,101.0,US,0,-717.0879769945718,scam
902,2022-01-17,362.0,CA,0,-199833.49873295912,scam
903,2022-07-11,191.0,HK,0,-16551.810345257974,scam
904,2021-09-02,503.0,CA,0,-300.3232461977317,scam
905,2022-03-28,296.0,US,0,-5879.034919654398,scam
906,2020-07-27,904.0,US,1,-100652.65205617686,scam
907,2022-02-18,323.0,US,0,-199833.49873295912,scam
908,2022-09-16,113.0,-,0,-199833.49873295912,scam
909,2022-08-05,162.0,US,0,-116.26233038171664,scam
910,2021-05-08,620.0,US,0,-199833.49873295912,scam
911,2020-10-26,803.0,US,1,-199833.49873295912,scam
912,2006-03-03,6161.0,CA,0,-199833.49873295912,scam
913,2022-07-11,191.0,-,0,-199833.49873295912,scam
914,2022-07-17,185.0,US,0,-5879.034919654398,scam
915,2022-01-16,363.0,US,0,-199833.49873295912,scam
916,2018-02-22,1791.0,-,0,-199833.49873295912,scam
917,2020-09-09,861.0,-,0,-199833.49873295912,scam
918,2021-08-01,524.0,US,0,-350.4782114229509,scam
919,2019-06-09,1319.0,TR,0,-131.17971843439497,scam
920,2022-07-25,166.0,CN,0,-257.7373098110951,scam
921,2022-04-14,279.0,CA,0,-34.515093350212,scam
922,2021-07-01,562.0,VN,1,-26.61370563888011,scam
923,2021-09-05,500.0,US,0,-3753.386615781621,scam
924,2022-11-10,58.0,FR,1,-8736.17105438239,scam
925,2022-09-02,127.0,-,0,-199833.49873295912,scam
926,2022-10-12,98.0,GB,1,-3753.386615781621,scam
927,2022-09-02,138.0,US,0,-199833.49873295912,scam
928,2022-04-06,287.0,-,0,-199833.49873295912,scam
929,2022-02-07,345.0,NL,0,-1.3068528194400546,scam
930,2021-09-03,501.0,CN,0,-257.7373098110951,scam
931,2022-07-24,174.0,US,0,-16921.43165549624,scam
932,2022-07-27,164.0,CN,0,-261.6721238312104,scam
933,2022-07-09,193.0,US,0,-3753.386615781621,scam
934,2022-10-06,104.0,US,0,-100652.65205617686,scam
935,2022-10-05,105.0,US,0,-5879.034919654398,scam
936,2000-07-31,8195.0,US,0,-8640.004267726446,scam
937,2022-10-26,73.0,US,0,-5879.034919654398,scam
938,2021-03-05,684.0,US,0,-350.4782114229509,scam
939,2022-05-28,231.0,-,0,-199833.49873295912,scam
940,2022-08-03,157.0,US,0,-1361.1667866559435,scam
941,2019-05-01,1358.0,US,1,-199833.49873295912,scam
942,2019-11-18,1153.0,-,1,-199833.49873295912,scam
943,2022-04-12,280.0,-,0,-199833.49873295912,scam
944,2022-08-06,154.0,US,0,-199833.49873295912,scam
945,2021-11-09,435.0,US,0,-5879.034919654398,scam
946,2021-04-10,648.0,-,1,-199833.49873295912,scam
